1.07729,-0.38438,-0.102676,0.951162,-0.314633,0.357076,0.941104
1.07728,-0.384189,-0.102583,0.951162,-0.314511,0.357212,0.94114
1.07726,-0.383665,-0.102236,0.951148,-0.314161,0.357645,0.941248
1.07723,-0.383124,-0.101635,0.951097,-0.313712,0.358262,0.941391
1.07721,-0.382863,-0.101102,0.95104,-0.313399,0.358739,0.941509
1.0772,-0.382804,-0.100918,0.951018,-0.313302,0.358895,0.94155
1.07717,-0.382692,-0.0999984,0.950875,-0.312845,0.359615,0.941779
1.07716,-0.382722,-0.0996131,0.950803,-0.312682,0.359898,0.94188
1.07716,-0.382986,-0.0985495,0.950599,-0.312353,0.360638,0.942164
1.07717,-0.383302,-0.097856,0.950467,-0.312234,0.361064,0.942351
1.07718,-0.384027,-0.0966643,0.950212,-0.312057,0.361672,0.942669
1.07717,-0.384549,-0.0959355,0.950036,-0.311924,0.362034,0.942862
1.07717,-0.384911,-0.0954476,0.949903,-0.311813,0.36229,0.942985
1.07715,-0.385465,-0.0947039,0.949685,-0.31159,0.362684,0.943166
1.07712,-0.386449,-0.0934065,0.94931,-0.311117,0.363408,0.943477
1.07708,-0.387924,-0.0918113,0.948829,-0.31058,0.364368,0.943859
1.07707,-0.388758,-0.0910634,0.948587,-0.310321,0.364845,0.944051
1.07706,-0.390161,-0.0898709,0.948186,-0.309844,0.365657,0.944367
1.07705,-0.391307,-0.0889865,0.94786,-0.309425,0.366306,0.944604
1.07701,-0.39311,-0.0878289,0.947377,-0.308807,0.367209,0.94493
1.07701,-0.393419,-0.0876335,0.947301,-0.308721,0.367374,0.944982
1.07697,-0.395318,-0.0865047,0.946843,-0.308289,0.368448,0.945276
1.07696,-0.395927,-0.0861309,0.946694,-0.308162,0.368843,0.945361
1.07695,-0.397441,-0.085295,0.946337,-0.307934,0.369809,0.945561
1.07694,-0.398626,-0.084728,0.946069,-0.307835,0.370519,0.945718
1.07695,-0.399774,-0.0842216,0.945823,-0.307826,0.371181,0.945866
1.07697,-0.401484,-0.0836434,0.945467,-0.307973,0.372014,0.946125
1.07697,-0.402075,-0.0835342,0.945337,-0.308086,0.372193,0.946201
1.077,-0.404014,-0.0833641,0.94489,-0.308565,0.372589,0.946426
1.077,-0.404275,-0.0833581,0.944829,-0.308656,0.372626,0.946455
1.07701,-0.405645,-0.083374,0.944476,-0.309227,0.372607,0.946578
1.07703,-0.40652,-0.0834712,0.944176,-0.309668,0.372368,0.946633
1.07704,-0.406621,-0.0834822,0.944137,-0.309722,0.372354,0.946643
1.07705,-0.407087,-0.0834233,0.943926,-0.310087,0.372423,0.946674
1.07705,-0.407206,-0.0833706,0.943857,-0.31023,0.372452,0.94667
1.077,-0.407648,-0.0833287,0.943622,-0.310985,0.372345,0.946578
1.07698,-0.407709,-0.0833496,0.943587,-0.311119,0.372308,0.946553
1.07691,-0.407785,-0.0834398,0.943436,-0.311525,0.372243,0.94643
1.07685,-0.407819,-0.0835174,0.943325,-0.311843,0.372221,0.946316
1.07683,-0.407825,-0.0835489,0.943294,-0.311949,0.37222,0.946279
1.07679,-0.4078,-0.0836431,0.943201,-0.312349,0.372234,0.946149
1.07678,-0.407745,-0.083731,0.943151,-0.312779,0.372212,0.946045
1.07681,-0.407717,-0.0838696,0.943138,-0.313299,0.372097,0.945963
1.07683,-0.407599,-0.0840741,0.943137,-0.3139,0.37187,0.945883
1.07683,-0.407454,-0.0843,0.943129,-0.314317,0.371633,0.945818
1.07682,-0.407308,-0.0845457,0.943105,-0.314714,0.371354,0.945748
1.07682,-0.407217,-0.0848232,0.943079,-0.315144,0.371019,0.945699
1.07685,-0.407149,-0.0851737,0.943071,-0.315587,0.370639,0.945681
1.07689,-0.407106,-0.0854649,0.943074,-0.315917,0.370349,0.945683
1.07693,-0.407068,-0.085733,0.943075,-0.316245,0.370081,0.945686
1.07697,-0.407051,-0.0859625,0.943072,-0.316589,0.369793,0.945686
1.07701,-0.406901,-0.0862701,0.943048,-0.317053,0.369314,0.94567
1.07702,-0.406827,-0.0864406,0.942997,-0.317444,0.368968,0.945633
1.07702,-0.406805,-0.0866295,0.942912,-0.317971,0.368603,0.945573
1.07701,-0.406877,-0.0867561,0.942823,-0.318545,0.36837,0.945517
1.07701,-0.406986,-0.086831,0.942756,-0.319034,0.36823,0.945479
1.07702,-0.407062,-0.0868423,0.942709,-0.31937,0.368176,0.945454
1.07703,-0.407121,-0.0868516,0.942646,-0.319746,0.368107,0.945419
1.07703,-0.407127,-0.086854,0.942628,-0.319828,0.368093,0.945411
1.07703,-0.407154,-0.0868436,0.942558,-0.320145,0.368028,0.945381
1.07703,-0.40723,-0.0868176,0.942448,-0.320629,0.367984,0.945346
1.07703,-0.407267,-0.08679,0.942411,-0.320782,0.367997,0.945344
1.07705,-0.407359,-0.0867279,0.942286,-0.321199,0.368021,0.945368
1.07705,-0.407407,-0.0867325,0.942235,-0.321341,0.368014,0.945385
1.07705,-0.407382,-0.0867378,0.942151,-0.321471,0.368045,0.945419
1.07706,-0.407429,-0.086768,0.942088,-0.321622,0.368015,0.945443
1.07708,-0.407571,-0.0868871,0.941947,-0.32196,0.367903,0.945509
1.07708,-0.407617,-0.0869247,0.94191,-0.322057,0.367864,0.945528
1.07711,-0.407784,-0.0870312,0.941795,-0.322365,0.367753,0.945595
1.07716,-0.408107,-0.0871999,0.941586,-0.322922,0.367553,0.945716
1.07717,-0.408221,-0.0872443,0.941495,-0.323118,0.367486,0.945767
1.07721,-0.408417,-0.0871966,0.941283,-0.323539,0.367294,0.945888
1.07724,-0.408539,-0.0870977,0.941172,-0.323826,0.36712,0.945954
1.07728,-0.408815,-0.0869454,0.940968,-0.324373,0.366731,0.946038
1.07731,-0.408982,-0.0868077,0.940813,-0.324727,0.366419,0.946069
1.07732,-0.409161,-0.0866057,0.94067,-0.325043,0.366173,0.946084
1.07732,-0.409208,-0.0865344,0.940639,-0.32512,0.366134,0.946088
1.07733,-0.409393,-0.0861718,0.940527,-0.325394,0.366019,0.946094
1.07733,-0.40951,-0.085741,0.940437,-0.325582,0.366015,0.946092
1.07732,-0.409581,-0.0852826,0.940341,-0.325753,0.366083,0.94606
1.07731,-0.409656,-0.0848466,0.940258,-0.325923,0.366228,0.946025
1.07731,-0.409721,-0.0844952,0.940206,-0.326076,0.366377,0.946001
1.07731,-0.409815,-0.0840064,0.940125,-0.326303,0.366557,0.945967
