1.07571,-0.35447,-0.101574,0.949389,-0.302873,0.362264,0.938865
1.0757,-0.354406,-0.101529,0.949401,-0.302814,0.362122,0.938832
1.07569,-0.354273,-0.101422,0.949417,-0.302665,0.361838,0.938752
1.07564,-0.354028,-0.101168,0.949408,-0.302289,0.361247,0.938576
1.0756,-0.353902,-0.100848,0.949369,-0.301895,0.360646,0.938447
1.07559,-0.353953,-0.100555,0.949335,-0.301671,0.360198,0.938331
1.07558,-0.354007,-0.100445,0.949327,-0.301622,0.36006,0.938292
1.07558,-0.354282,-0.100114,0.949302,-0.301555,0.359645,0.938172
1.07557,-0.354657,-0.0997645,0.94926,-0.301561,0.359228,0.938055
1.07557,-0.354803,-0.0996434,0.949243,-0.301582,0.359094,0.938028
1.07555,-0.355437,-0.0991378,0.949164,-0.301656,0.358619,0.93787
1.07553,-0.356085,-0.0985125,0.949064,-0.301679,0.358363,0.937756
1.07551,-0.356607,-0.0979739,0.948975,-0.301735,0.35831,0.937684
1.0755,-0.357208,-0.0974165,0.948867,-0.301897,0.358329,0.937628
1.0755,-0.357422,-0.0972241,0.948829,-0.301968,0.358349,0.937604
1.0755,-0.358753,-0.0961687,0.948556,-0.302462,0.358467,0.937503
1.07549,-0.359678,-0.0955482,0.948348,-0.302858,0.358604,0.937417
1.07547,-0.360608,-0.0949003,0.948118,-0.303309,0.358888,0.937298
1.07542,-0.36154,-0.0942401,0.947836,-0.303797,0.35929,0.937218
1.07539,-0.362255,-0.0937381,0.947613,-0.304195,0.359684,0.937132
1.07536,-0.363019,-0.0932087,0.947395,-0.304665,0.360197,0.937021
1.07535,-0.363288,-0.0930337,0.947323,-0.304843,0.360395,0.936984
1.07531,-0.364432,-0.0923552,0.947039,-0.305702,0.361276,0.936897
1.0753,-0.364734,-0.0921936,0.946967,-0.305936,0.36149,0.936866
1.07527,-0.365935,-0.0916108,0.946672,-0.306899,0.362331,0.936722
1.07526,-0.366842,-0.0912704,0.946443,-0.307654,0.362891,0.936627
1.07524,-0.368094,-0.0908863,0.946137,-0.308768,0.363577,0.936556
1.07523,-0.369055,-0.0906324,0.945903,-0.309619,0.364058,0.936485
1.07521,-0.370377,-0.0902891,0.945603,-0.310784,0.364708,0.936389
1.07522,-0.371404,-0.0899556,0.945403,-0.311673,0.365233,0.936364
1.07525,-0.372812,-0.0895236,0.945166,-0.312889,0.36586,0.936384
1.07527,-0.373857,-0.0892226,0.944994,-0.313752,0.36627,0.936404
1.07528,-0.374188,-0.0891248,0.944937,-0.31402,0.3664,0.936414
